run_id,epoch,step_in_epoch,global_step,train_loss,train_ppl,grad_norm,grad_over_clip,would_clip,step_ms,tokens_per_sec,max_rss_kb,bad_loss
1774027413,1,234,234,2.546409,12.761198,1.466984,1.466984,1,1691.447,4843.191,50764,0
1774027413,1,235,235,2.559325,12.927089,0.827848,0.827848,0,1791.498,4572.709,50764,0
1774027413,1,236,236,2.544361,12.735092,1.255043,1.255043,1,1721.892,4757.556,50764,0
1774027413,1,237,237,2.532327,12.582757,0.760947,0.760947,0,1836.774,4459.993,50764,0
1774027413,1,238,238,2.549133,12.796000,2.388088,2.388088,1,1733.368,4726.059,50764,0
1774027413,1,239,239,2.536051,12.629702,1.319360,1.319360,1,1925.835,4253.739,50764,0
1774027413,1,240,240,2.558288,12.913692,1.344473,1.344473,1,1711.043,4787.722,50764,0
1774027413,1,241,241,2.547283,12.772356,2.044748,2.044748,1,1727.954,4740.868,50764,0
1774027413,1,242,242,2.539109,12.668375,1.384381,1.384381,1,1712.959,4782.369,50764,0
1774027413,1,243,243,2.516564,12.385970,1.681646,1.681646,1,1722.747,4755.196,50764,0
1774027413,1,244,244,2.570056,13.066559,0.872939,0.872939,0,1701.895,4813.457,50764,0
1774027413,1,245,245,2.528860,12.539205,2.008594,2.008594,1,1861.054,4401.806,50764,0
1774027413,1,246,246,2.574749,13.128016,1.161041,1.161041,1,1731.084,4732.294,50764,0
1774027413,1,247,247,2.588628,13.311493,2.564862,2.564862,1,1725.559,4747.448,50764,0
1774027413,1,248,248,2.520377,12.433288,0.888643,0.888643,0,1705.597,4803.009,50764,0
1774027413,1,249,249,2.549230,12.797251,1.440354,1.440354,1,1705.762,4802.547,50764,0
1774027413,1,250,250,2.533609,12.598892,2.101119,2.101119,1,1731.307,4731.687,50764,0
1774027413,1,251,251,2.522147,12.455309,1.488022,1.488022,1,1708.571,4794.651,50764,0
1774027413,1,252,252,2.508714,12.289119,1.247427,1.247427,1,1705.930,4802.072,50764,0
1774027413,1,253,253,2.545248,12.746383,1.497236,1.497236,1,1704.958,4804.811,50764,0
1774027413,1,254,254,2.543436,12.723314,1.993606,1.993606,1,1716.751,4771.803,50764,0
1774027413,1,255,255,2.508851,12.290794,2.952389,2.952389,1,1849.017,4430.463,50764,0
1774027413,1,256,256,2.537908,12.653168,1.707878,1.707878,1,1853.699,4419.272,50764,0
1774027413,1,257,257,2.593126,13.371510,1.259814,1.259814,1,1731.453,4731.286,50764,0
1774027413,1,258,258,2.525383,12.495680,1.219653,1.219653,1,1708.545,4794.724,50764,0
1774027413,1,259,259,2.529841,12.551513,2.176099,2.176099,1,1721.616,4758.320,50764,0
1774027413,1,260,260,2.563481,12.980924,2.493153,2.493153,1,1696.618,4828.430,50764,0
1774027413,1,261,261,2.527352,12.520304,1.966653,1.966653,1,1767.274,4635.388,50764,0
1774027413,1,262,262,2.530011,12.553643,1.860729,1.860729,1,1721.082,4759.796,50764,0
1774027413,1,263,263,2.550307,12.811033,2.425776,2.425776,1,1694.853,4833.458,50764,0
1774027413,1,264,264,2.533575,12.598469,1.796669,1.796669,1,1704.032,4807.421,50764,0
1774027413,1,265,265,2.542280,12.708610,1.511181,1.511181,1,1706.149,4801.457,50764,0
1774027413,1,266,266,2.574267,13.121697,3.116587,3.116587,1,1699.813,4819.353,50764,0
1774027413,1,267,267,2.514827,12.364470,3.215669,3.215669,1,1720.097,4762.522,50764,0
1774027413,1,268,268,2.521261,12.444282,1.689860,1.689860,1,1711.795,4785.619,50764,0
